storm_id,impact_score,max_hazard,mean_hazard,impacted_buses,mean_bus_weight_impacted,year,storm_name,rank
WP062018,0.0,0.0,0.0,0,1.4900468920347418,2018,MALIKSI,280
WP062019,0.0,0.0,0.0,0,1.4900468920347418,2019,DANAS,281
WP062002,0.0,0.0,0.0,0,1.4900468920347418,2002,UNNAMED,282
WP062006,0.0,0.0,0.0,0,1.4900468920347418,2006,KAEMI,283
WP062012,0.0,0.0,0.0,0,1.4900468920347418,2012,TALIM,284
WP062010,0.0,0.0,0.0,0,1.4900468920347418,2010,MINDULLE,285
WP062009,0.0,0.0,0.0,0,1.4900468920347418,2009,UNNAMED,286
WP052017,0.0,0.0,0.0,0,1.4900468920347418,2017,NANMADOL,287
WP052020,0.0,0.0,0.0,0,1.4900468920347418,2020,JANGMI,288
WP052013,0.0,0.0,0.0,0,1.4900468920347418,2013,BEBINCA,289
WP052012,0.0,0.0,0.0,0,1.4900468920347418,2012,GUCHOL,290
WP052010,0.0,0.0,0.0,0,1.4900468920347418,2010,DIANMU,291
WP252019,0.0,0.0,0.0,0,1.4900468920347418,2019,NAKRI,292
WP052006,0.0,0.0,0.0,0,1.4900468920347418,2006,BILIS,293
WP052005,0.0,0.0,0.0,0,1.4900468920347418,2005,HAITANG,294
WP052001,0.0,0.0,0.0,0,1.4900468920347418,2001,DURIAN,295
WP042017,0.0,0.0,0.0,0,1.4900468920347418,2017,MERBOK,296
WP042019,0.0,0.0,0.0,0,1.4900468920347418,2019,UNNAMED,297
WP042013,0.0,0.0,0.0,0,1.4900468920347418,2013,LEEPI,298
WP042012,0.0,0.0,0.0,0,1.4900468920347418,2012,MAWAR,299
WP252012,0.0,0.0,0.0,0,1.4900468920347418,2012,UNNAMED,300
WP042011,0.0,0.0,0.0,0,1.4900468920347418,2011,SONGDA,301
WP062003,0.0,0.0,0.0,0,1.4900468920347418,2003,NANGKA,302
WP032015,0.0,0.0,0.0,0,1.4900468920347418,2015,BAVI,303
WP262011,0.0,0.0,0.0,0,1.4900468920347418,2011,UNNAMED,304
WP252022,0.0,0.0,0.0,0,1.4900468920347418,2022,UNNAMED,305
WP032020,0.0,0.0,0.0,0,1.4900468920347418,2020,HAGUPIT,306
WP262017,0.0,0.0,0.0,0,1.4900468920347418,2017,UNNAMED,307
WP042008,0.0,0.0,0.0,0,1.4900468920347418,2008,MATMO,308
WP042006,0.0,0.0,0.0,0,1.4900468920347418,2006,EWINIAR,309
WP042001,0.0,0.0,0.0,0,1.4900468920347418,2001,CHEBI,310
WP042000,0.0,0.0,0.0,0,1.4900468920347418,2000,UNNAMED,311
WP022017,0.0,0.0,0.0,0,1.4900468920347418,2017,UNNAMED,312
WP022021,0.0,0.0,0.0,0,1.4900468920347418,2021,SURIGAE,313
WP022023,0.0,0.0,0.0,0,1.4900468920347418,2023,MAWAR,314
WP022016,0.0,0.0,0.0,0,1.4900468920347418,2016,NEPARTAK,315
WP272018,0.0,0.0,0.0,0,1.4900468920347418,2018,BARIJAT,316
WP282001,0.0,0.0,0.0,0,1.4900468920347418,2001,UNNAMED,317
WP282004,0.0,0.0,0.0,0,1.4900468920347418,2004,NOCK-TEN,318
WP282019,0.0,0.0,0.0,0,1.4900468920347418,2019,FUNG-WONG,319
WP292001,0.0,0.0,0.0,0,1.4900468920347418,2001,UNNAMED,320
WP292022,0.0,0.0,0.0,0,1.4900468920347418,2022,PAKHAR,321
WP342000,0.0,0.0,0.0,0,1.4900468920347418,2000,SOULIK,322
WP352018,0.0,0.0,0.0,0,1.4900468920347418,2018,UNNAMED,323
